Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleCondition,SalePrice
803,60,RL,63.0,8199,Reg,Inside,CollgCr,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0.0,Gd,PConc,Gd,Av,GLQ,648,Unf,80,728,Ex,728,728,1456,1,2,1,3,Gd,7,1,Gd,Attchd,2005.0,Fin,2,410,36,18,0,10,2008,Normal,189000
804,60,RL,107.0,13891,Reg,Inside,NridgHt,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424.0,Ex,PConc,Ex,Gd,Unf,0,Unf,1734,1734,Ex,1734,1088,2822,0,3,1,4,Ex,12,1,Gd,BuiltIn,2009.0,RFn,3,1020,52,170,0,1,2009,Partial,582933
805,20,RL,75.0,9000,Reg,Inside,NAmes,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,LwQ,812,Unf,124,936,TA,1128,0,1128,0,1,0,2,TA,5,0,Missing,Attchd,1954.0,Unf,1,286,0,0,0,6,2006,Family,118000
806,20,RL,91.0,12274,IR1,FR2,Somerst,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,256.0,Gd,PConc,Gd,No,Unf,0,Unf,1417,1417,Ex,1428,0,1428,0,2,0,3,Ex,6,0,Missing,Attchd,2008.0,RFn,2,554,0,60,0,7,2008,Partial,227680
807,80,RL,75.0,9750,Reg,Inside,NAmes,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,ALQ,400,Rec,100,980,Gd,980,0,980,0,2,0,3,TA,6,0,Missing,Attchd,1967.0,Fin,1,384,68,0,0,10,2006,Normal,135500
808,70,RL,144.0,21384,Reg,Inside,BrkSide,1Fam,2Story,5,6,1923,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Gd,GLQ,1309,Unf,15,1324,Ex,1072,504,1576,2,1,1,3,Gd,6,1,TA,Attchd,1923.0,RFn,2,528,0,312,0,5,2009,Normal,223500
809,80,RL,85.0,13400,Reg,Inside,NAmes,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047.0,TA,CBlock,TA,Av,ALQ,516,BLQ,380,1024,TA,1086,0,1086,1,1,0,3,TA,6,1,Gd,Attchd,1966.0,RFn,2,484,0,0,0,6,2006,Normal,159950
810,75,RM,90.0,8100,Reg,Corner,OldTown,1Fam,2.5Unf,5,5,1898,1965,Hip,AsbShng,AsbShng,None,0.0,TA,PConc,TA,No,Unf,0,Unf,849,849,TA,1075,1063,2138,0,2,0,2,TA,11,0,Missing,Detchd,1910.0,Unf,2,360,40,156,0,11,2009,Normal,106000
811,20,RL,78.0,10140,Reg,Inside,NWAmes,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,CBlock,TA,No,ALQ,663,LwQ,0,1040,Fa,1309,0,1309,1,1,1,3,Gd,5,1,Fa,Attchd,1974.0,RFn,2,484,265,0,0,1,2006,Normal,181000
812,120,RM,69.0,4438,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,PConc,Gd,Gd,GLQ,662,Unf,186,848,Ex,848,0,848,1,1,0,1,Gd,4,1,Gd,Attchd,2004.0,Fin,2,420,140,0,0,6,2008,Normal,144500
813,20,C (all),66.0,8712,Reg,Inside,IDOTRR,1Fam,1Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,CBlock,TA,Av,Unf,0,Unf,540,540,TA,1044,0,1044,0,1,0,2,Fa,4,0,Missing,Basment,1952.0,Unf,2,504,0,0,0,6,2010,Alloca,55993
814,20,RL,75.0,9750,Reg,Inside,NAmes,1Fam,1Story,6,6,1958,1958,Gable,MetalSd,MetalSd,BrkFace,243.0,TA,CBlock,TA,No,Rec,608,Unf,834,1442,Gd,1442,0,1442,0,1,1,4,TA,7,0,Missing,Attchd,1958.0,RFn,1,301,0,0,275,4,2007,Normal,157900
815,50,RL,45.0,8248,Reg,Inside,Edwards,1Fam,1.5Fin,5,7,1918,1950,Gable,Stucco,Stucco,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,686,686,Gd,686,564,1250,0,1,1,3,Fa,7,0,Missing,Detchd,1955.0,Unf,1,280,207,0,96,7,2006,Normal,116000
816,20,RL,48.0,12137,IR2,CulDSac,CollgCr,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442.0,TA,PConc,Gd,No,Unf,0,Unf,1649,1649,Ex,1661,0,1661,0,2,0,3,Gd,6,0,Missing,Attchd,1998.0,RFn,2,598,0,34,0,5,2010,Normal,224900
817,20,RL,69.0,11425,IR1,Corner,NAmes,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,BLQ,486,Unf,522,1008,Gd,1008,0,1008,0,1,0,2,TA,4,1,Gd,Attchd,1954.0,RFn,1,275,0,0,120,7,2006,Normal,137000
818,20,RL,69.0,13265,IR1,CulDSac,Mitchel,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,148.0,Gd,PConc,Gd,No,GLQ,1218,Unf,350,1568,Ex,1689,0,1689,1,2,0,3,Gd,7,2,Gd,Attchd,2002.0,RFn,3,857,150,59,0,7,2008,Normal,271000
819,80,RL,80.0,8816,Reg,Inside,ClearCr,1Fam,SLvl,6,7,1971,1971,Gable,HdBoard,HdBoard,BrkFace,80.0,TA,CBlock,TA,Av,GLQ,504,Unf,506,1010,Gd,1052,0,1052,1,1,0,3,TA,6,0,Missing,Attchd,1971.0,Unf,2,440,0,0,0,6,2010,Normal,155000
820,120,RL,44.0,6371,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,128.0,Gd,PConc,Gd,Mn,GLQ,733,Unf,625,1358,Ex,1358,0,1358,1,2,0,2,Gd,6,1,Gd,Attchd,2010.0,RFn,2,484,192,35,0,6,2010,Partial,224000
821,60,RL,72.0,7226,IR1,CulDSac,CollgCr,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,798,798,Ex,798,842,1640,0,2,1,3,Gd,6,0,Missing,Attchd,2003.0,RFn,2,595,0,45,0,6,2008,Normal,183000
822,20,RM,60.0,6000,Reg,Inside,OldTown,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0.0,Fa,CBlock,Fa,No,Unf,0,Unf,936,936,TA,936,0,936,0,1,0,2,TA,4,0,Missing,Detchd,1974.0,Unf,2,576,0,32,112,2,2009,Normal,93000
823,60,RL,69.0,12394,IR1,Corner,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Gd,Unf,0,Unf,847,847,Ex,847,886,1733,0,2,1,3,Gd,7,1,Gd,BuiltIn,2003.0,Fin,2,433,100,48,0,10,2007,Family,225000
824,50,RL,60.0,9900,Reg,Inside,SWISU,1Fam,1.5Fin,6,7,1940,1950,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,778,778,TA,944,545,1489,0,2,0,3,TA,7,1,Gd,Detchd,1940.0,Unf,1,240,335,0,0,7,2009,Normal,139500
825,20,FV,81.0,11216,Reg,Inside,Somerst,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,1489,1489,Ex,1489,0,1489,0,2,0,3,Gd,7,1,Gd,Attchd,2006.0,RFn,2,776,0,140,0,6,2006,Partial,232600
826,20,RL,114.0,14803,Reg,Inside,NridgHt,1Fam,1Story,10,5,2007,2008,Hip,CemntBd,CmentBd,BrkFace,816.0,Ex,PConc,Ex,Av,GLQ,1636,Unf,442,2078,Ex,2084,0,2084,1,2,0,2,Ex,7,1,Gd,Attchd,2007.0,Fin,3,1220,188,45,0,6,2008,Partial,385000
827,45,RM,50.0,6130,Reg,Inside,BrkSide,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,ALQ,784,Unf,0,784,Gd,784,0,784,1,1,0,2,Gd,5,0,Missing,Attchd,1980.0,Unf,0,0,0,0,116,5,2008,Normal,109500
828,20,RL,65.0,8529,IR1,Inside,SawyerW,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,20,Unf,1434,1454,Ex,1434,0,1434,0,2,0,3,Gd,6,1,TA,Attchd,2001.0,RFn,2,527,290,39,0,4,2009,Normal,189000
829,60,RL,69.0,28698,IR2,CulDSac,ClearCr,1Fam,2Story,5,5,1967,1967,Flat,Plywood,Plywood,None,0.0,TA,PConc,TA,Gd,LwQ,249,ALQ,0,1013,TA,1160,966,2126,0,2,1,3,TA,7,0,Missing,Attchd,1967.0,Fin,2,538,486,0,0,6,2009,Abnorml,185000
830,160,FV,24.0,2544,Reg,Inside,Somerst,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,600,600,Ex,520,623,1223,0,2,1,2,Gd,4,0,Missing,Detchd,2005.0,RFn,2,480,0,166,0,7,2006,Normal,147400
831,20,RL,80.0,11900,IR1,Corner,NAmes,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,HdBoard,BrkFace,387.0,TA,CBlock,TA,No,Rec,1040,Unf,352,1392,TA,1392,0,1392,1,1,1,3,TA,6,2,Gd,Attchd,1957.0,RFn,2,458,0,0,0,6,2008,Normal,166000
832,160,FV,30.0,3180,Reg,Inside,Somerst,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,600,600,Ex,520,600,1200,0,2,1,2,Gd,4,0,Missing,Detchd,2005.0,RFn,2,480,0,166,0,6,2006,Normal,151000
833,60,RL,44.0,9548,IR1,CulDSac,CollgCr,1Fam,2Story,7,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,223.0,Gd,PConc,Gd,No,GLQ,483,Unf,458,941,Ex,941,888,1829,1,2,1,3,Gd,7,1,TA,Attchd,2003.0,RFn,2,613,192,39,0,1,2010,Normal,237000
834,20,RL,100.0,10004,Reg,Inside,NAmes,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180.0,TA,CBlock,TA,No,Rec,196,BLQ,975,1516,TA,1516,0,1516,0,1,1,3,TA,6,0,Missing,Attchd,1964.0,RFn,2,472,0,0,0,2,2009,Normal,167000
835,20,RL,75.0,7875,Reg,Inside,NAmes,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136.0,TA,CBlock,TA,No,Rec,572,Unf,572,1144,Gd,1144,0,1144,1,1,0,3,TA,6,0,Missing,Attchd,1961.0,Unf,2,456,0,0,0,9,2008,Normal,139950
836,20,RL,60.0,9600,Reg,Inside,Sawyer,1Fam,1Story,4,7,1950,1995,Gable,VinylSd,HdBoard,None,0.0,TA,CBlock,Gd,No,BLQ,442,Unf,625,1067,TA,1067,0,1067,0,2,0,2,Gd,4,0,Missing,Attchd,1996.0,Unf,2,436,290,0,0,2,2010,Normal,128000
837,30,RM,90.0,8100,Reg,Inside,OldTown,1Fam,1Story,5,6,1948,1973,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Rec,338,Unf,1221,1559,Gd,1559,0,1559,1,1,0,2,TA,5,0,Missing,Detchd,1948.0,Unf,2,812,0,116,230,6,2007,Normal,153500
838,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158.0,TA,CBlock,TA,No,BLQ,330,Unf,153,483,TA,483,504,987,1,1,1,2,TA,5,0,Missing,Detchd,1973.0,Unf,1,264,0,0,0,11,2008,Normal,100000
839,20,RL,75.0,9525,Reg,Inside,CollgCr,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,1099,1099,Ex,1099,0,1099,0,1,1,3,Gd,6,0,Missing,Attchd,1999.0,Unf,1,352,278,0,0,6,2008,Normal,144000
840,50,RL,70.0,11767,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,1946,1995,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,BLQ,352,Unf,416,768,Ex,768,432,1200,0,1,0,3,TA,6,0,Missing,Detchd,1946.0,Unf,1,240,0,0,0,5,2008,Normal,130500
841,70,RH,69.0,12155,IR1,Inside,SWISU,1Fam,2Story,6,8,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,BLQ,156,Unf,516,672,TA,810,672,1482,0,2,0,4,Fa,7,0,Missing,Detchd,1934.0,Unf,1,400,0,0,254,3,2008,Normal,140000
842,70,RM,60.0,10440,Reg,Inside,OldTown,1Fam,2Story,5,8,1904,2002,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,Unf,0,Unf,650,650,Gd,958,581,1539,0,2,0,3,Gd,8,1,Po,Detchd,1983.0,Unf,2,686,70,78,68,6,2008,Normal,157500
843,80,RL,82.0,9020,Reg,Inside,NAmes,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183.0,TA,CBlock,TA,Gd,Rec,312,ALQ,276,1127,TA,1165,0,1165,1,1,1,3,TA,6,0,Missing,Attchd,1966.0,RFn,2,490,0,129,0,5,2008,Normal,174900
844,90,RL,80.0,8000,Reg,Corner,NAmes,Duplex,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,1800,1800,Ex,1800,0,1800,0,2,0,6,TA,10,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,7,2007,Normal,141000
845,50,RM,100.0,12665,IR1,Inside,OldTown,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,Unf,0,Unf,876,876,Gd,876,540,1416,0,1,1,4,TA,7,1,Gd,Detchd,1949.0,Unf,3,720,418,0,194,6,2008,Normal,153900
846,85,RL,69.0,16647,IR1,CulDSac,Sawyer,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,Gd,ALQ,1390,Unf,0,1390,TA,1701,0,1701,1,2,0,3,TA,6,2,TA,Basment,1975.0,Fin,2,611,0,0,0,1,2007,Normal,171000
847,60,RL,75.0,9317,Reg,Inside,SawyerW,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,137.0,Gd,PConc,Gd,No,ALQ,513,Unf,227,740,Ex,1006,769,1775,1,2,1,3,Gd,7,1,TA,Attchd,1993.0,Unf,2,425,234,72,192,7,2009,Normal,213000
848,20,RL,36.0,15523,IR1,CulDSac,CollgCr,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,Av,BLQ,460,Unf,404,864,Ex,864,0,864,1,1,0,3,TA,5,1,Fa,Attchd,1972.0,Unf,1,338,0,0,0,8,2009,Normal,133500
849,50,RL,75.0,45600,IR2,Inside,ClearCr,1Fam,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,907,907,TA,1307,1051,2358,0,3,0,5,TA,10,1,Gd,Detchd,1908.0,Unf,2,360,486,40,0,9,2008,Normal,240000
850,80,RL,80.0,9600,Reg,FR2,Veenker,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360.0,Gd,CBlock,TA,No,Unf,0,Unf,528,528,Ex,1094,761,1855,0,2,1,3,TA,7,1,TA,Attchd,1976.0,RFn,2,512,113,100,0,8,2007,Normal,187000
851,120,RM,36.0,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,Gd,Av,GLQ,659,Unf,189,848,Ex,848,0,848,1,1,0,1,Gd,3,0,Missing,Attchd,2003.0,Fin,2,420,140,0,0,11,2007,Normal,131500
852,120,RL,69.0,3196,Reg,Inside,Blmngtn,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,Gd,Unf,0,Unf,1273,1273,Ex,1456,0,1456,0,2,0,2,Gd,7,1,TA,Attchd,2003.0,Fin,2,400,143,20,0,5,2006,Normal,215000
853,75,RL,53.0,7128,Reg,Inside,Crawfor,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,364,Unf,554,918,Gd,918,728,1646,0,2,0,4,TA,7,2,Gd,Detchd,1941.0,Unf,1,240,0,0,0,8,2007,Normal,164000
854,80,RL,69.0,12095,IR1,Corner,NAmes,1Fam,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115.0,TA,CBlock,TA,Gd,Rec,564,Unf,563,1127,TA,1445,0,1445,0,1,1,3,TA,7,1,Fa,Attchd,1964.0,RFn,2,645,180,0,0,8,2009,Normal,158000
855,20,RL,102.0,17920,Reg,Inside,Sawyer,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,None,0.0,TA,CBlock,TA,Mn,ALQ,306,Rec,372,1763,TA,1779,0,1779,1,1,1,3,TA,6,1,Gd,Attchd,1955.0,Unf,2,454,0,418,0,7,2006,Abnorml,170000
856,20,RL,69.0,6897,IR1,Corner,Sawyer,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,659,Unf,381,1040,Ex,1040,0,1040,1,1,1,3,TA,6,0,Missing,Detchd,1962.0,Unf,1,260,0,104,0,4,2010,Normal,127000
857,80,RL,69.0,10970,IR1,Inside,CollgCr,1Fam,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,None,0.0,TA,CBlock,Gd,Gd,GLQ,505,LwQ,0,940,TA,1026,0,1026,1,1,0,3,TA,5,0,Missing,Detchd,1981.0,Unf,2,576,0,0,34,10,2008,Normal,147000
858,60,RL,65.0,8125,Reg,Inside,Gilbert,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,702,702,Gd,702,779,1481,0,2,1,3,TA,6,1,TA,Attchd,1994.0,Fin,2,343,0,36,0,3,2009,Normal,174000
859,20,RL,80.0,10400,Reg,Inside,NWAmes,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,CBlock,Gd,No,Unf,0,Unf,1090,1090,TA,1370,0,1370,0,2,0,3,TA,6,1,TA,Attchd,1976.0,RFn,2,479,0,0,0,6,2009,Family,152000
860,60,RL,69.0,11029,IR1,Corner,NWAmes,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,BrkFace,220.0,TA,CBlock,TA,Mn,BLQ,619,Unf,435,1054,TA,1512,1142,2654,1,2,1,4,Gd,9,1,Gd,Attchd,1968.0,Unf,2,619,0,65,0,8,2006,Normal,250000
861,50,RL,55.0,7642,Reg,Corner,Crawfor,1Fam,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,No,Unf,0,Unf,912,912,Gd,912,514,1426,0,1,1,3,Gd,7,1,Gd,Detchd,1925.0,Unf,1,216,0,240,0,6,2007,Normal,189950
862,190,RL,75.0,11625,Reg,Inside,Sawyer,2fmCon,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,None,0.0,TA,PConc,TA,Mn,BLQ,841,Unf,198,1039,Ex,1039,0,1039,1,1,1,3,TA,6,0,Missing,Attchd,1965.0,Unf,2,504,0,0,0,4,2010,Normal,131500
863,20,RL,81.0,9672,Reg,Corner,SawyerW,1Fam,1Story,6,5,1984,1985,Hip,HdBoard,Plywood,None,0.0,TA,PConc,Gd,No,GLQ,338,Unf,702,1040,TA,1097,0,1097,0,2,0,3,TA,6,0,Missing,Attchd,1986.0,Unf,2,480,0,0,0,5,2010,Normal,152000
864,20,RL,70.0,7931,Reg,Inside,NAmes,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,None,0.0,TA,CBlock,TA,No,BLQ,1148,Unf,0,1148,TA,1148,0,1148,1,1,0,3,TA,6,0,Missing,Attchd,1959.0,Unf,1,672,0,0,0,7,2009,Normal,132500
865,20,FV,72.0,8640,Reg,Inside,Somerst,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,No,Unf,0,Unf,1372,1372,Ex,1372,0,1372,0,2,0,3,Gd,6,0,Missing,Attchd,2008.0,Fin,2,529,0,140,0,5,2008,Partial,250580
866,20,RL,69.0,8750,IR1,Inside,NAmes,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,CBlock,TA,No,BLQ,828,Unf,174,1002,TA,1002,0,1002,1,1,0,3,TA,5,0,Missing,Detchd,1973.0,Unf,2,902,0,0,0,8,2009,Normal,148500
867,20,RL,67.0,10656,IR1,Inside,Timber,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,274.0,Gd,PConc,Gd,Av,Unf,0,Unf,1638,1638,Ex,1646,0,1646,0,2,0,3,Gd,6,1,Gd,Attchd,2007.0,RFn,3,870,192,80,0,11,2007,Partial,248900
868,20,RL,85.0,6970,Reg,Corner,Sawyer,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,932,Unf,108,1040,TA,1120,0,1120,1,1,1,3,Fa,5,0,Missing,Attchd,1961.0,RFn,2,544,168,0,0,5,2007,Normal,129000
869,60,RL,69.0,14762,IR2,Corner,Gilbert,1Fam,2Story,5,6,1948,1950,Gable,Plywood,Plywood,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,Gd,1547,720,2320,0,2,0,2,TA,7,1,TA,Attchd,1979.0,Unf,2,672,120,144,0,5,2006,Normal,169000
870,60,RL,80.0,9938,Reg,Inside,SawyerW,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,BrkFace,246.0,Gd,PConc,Gd,No,GLQ,750,Unf,300,1050,Ex,1062,887,1949,1,2,1,3,Gd,8,1,TA,Attchd,1993.0,Fin,2,574,156,90,0,6,2010,Normal,236000
871,20,RL,60.0,6600,Reg,Inside,NAmes,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,894,894,Gd,894,0,894,0,1,0,2,TA,5,0,Missing,Detchd,1962.0,Unf,1,308,0,0,0,8,2009,Normal,109500
872,60,RL,70.0,8750,Reg,Inside,CollgCr,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,116.0,TA,PConc,Gd,No,GLQ,505,Unf,299,804,Ex,804,878,1682,0,2,1,3,Gd,7,0,Missing,Attchd,1998.0,RFn,2,523,0,77,0,6,2010,Normal,200500
873,20,RL,74.0,8892,Reg,Corner,NAmes,1Fam,1Story,5,7,1953,1996,Gable,WdShing,Wd Shng,None,0.0,Gd,Stone,TA,Av,Unf,0,Unf,105,105,Gd,910,0,910,0,1,0,3,Gd,5,0,Missing,Attchd,1953.0,Unf,2,414,196,0,150,10,2008,Normal,116000
874,40,RL,60.0,12144,Reg,Inside,NAmes,1Fam,1Story,5,7,1949,1950,Gable,HdBoard,HdBoard,None,0.0,Gd,CBlock,TA,No,Rec,375,Unf,457,832,Gd,1036,0,1268,0,1,0,3,TA,6,1,Gd,Attchd,1949.0,Unf,1,288,0,28,0,9,2009,Normal,133000
875,50,RM,52.0,5720,Reg,Inside,OldTown,1Fam,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,676,676,Ex,676,455,1131,0,1,1,3,TA,5,0,Missing,Detchd,1941.0,Unf,1,200,26,0,0,8,2009,Abnorml,66500
876,60,FV,75.0,9000,Reg,Inside,Somerst,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,Av,GLQ,64,Unf,1120,1184,Ex,1184,1426,2610,0,2,1,4,Ex,11,1,Gd,BuiltIn,2007.0,Fin,2,550,208,364,0,8,2007,Partial,303477
877,20,RL,94.0,25286,Reg,Inside,Mitchel,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,None,0.0,TA,PConc,TA,Gd,ALQ,633,Unf,431,1064,Gd,1040,0,1040,1,1,0,3,TA,5,0,Missing,Attchd,1963.0,Unf,2,648,0,0,0,1,2007,Normal,132250
878,60,RL,74.0,8834,Reg,Inside,NridgHt,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,216.0,Gd,PConc,Ex,No,GLQ,1170,Unf,292,1462,Ex,1462,762,2224,1,2,1,4,Ex,10,1,Gd,Attchd,2004.0,Fin,3,738,184,0,0,6,2009,Normal,350000
879,85,RL,88.0,11782,IR1,Inside,Sawyer,1Fam,SFoyer,5,7,1961,1995,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,ALQ,899,Unf,210,1109,TA,1155,0,1155,1,1,0,3,Gd,6,0,Missing,Detchd,1987.0,Unf,2,576,192,0,0,6,2010,Normal,148000
880,20,RL,69.0,7000,IR1,CulDSac,CollgCr,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90.0,Gd,CBlock,TA,No,ALQ,646,Unf,218,864,Ex,864,0,864,1,1,0,3,TA,6,0,Missing,Attchd,1978.0,Unf,1,336,0,0,0,7,2009,Normal,136500
881,20,RL,60.0,7024,Reg,Inside,Edwards,1Fam,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Ex,No,ALQ,980,Unf,110,1090,Gd,1090,0,1090,1,1,1,2,TA,5,0,Missing,Attchd,2005.0,Fin,2,450,0,49,0,6,2007,Normal,157000
882,50,RL,44.0,13758,IR1,CulDSac,Timber,1Fam,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,BrkFace,117.0,Gd,CBlock,Gd,Mn,LwQ,902,Unf,254,1156,Ex,1187,530,1717,0,2,1,3,Gd,7,1,TA,Attchd,1990.0,RFn,2,400,168,36,0,4,2007,Normal,187500
883,60,RL,69.0,9636,IR1,Corner,Gilbert,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,808,808,Gd,808,785,1593,0,2,1,3,TA,7,1,TA,BuiltIn,1993.0,RFn,2,389,342,40,0,12,2009,Normal,178000
